month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2001-10,Georgia,3748.0,,8210.0,16323.0,,302,9667.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,38250
2001-10,Guam,0.0,,9.0,11.0,,0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,20
2001-10,Hawaii,819.0,,0.0,0.0,,0,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,820
2001-10,Idaho,1122.0,,1516.0,5591.0,,92,0.0,1.0,4.0,,13.0,32.0,,,,,,,,,,,,,8371
2001-10,Illinois,35538.0,,6453.0,11358.0,,264,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,53613
2001-10,Indiana,11804.0,,2816.0,8059.0,,13,0.0,0.0,1.0,,0.0,9.0,,,,,,,,,,,,,22702
2001-10,Iowa,5016.0,,51.0,5559.0,,3,19.0,0.0,0.0,,0.0,13.0,,,,,,,,,,,,,10661
2001-10,Kansas,0.0,,2980.0,7909.0,,219,0.0,0.0,3.0,,17.0,32.0,,,,,,,,,,,,,11160
2001-10,Kentucky,0.0,,7791.0,16514.0,,432,0.0,9.0,20.0,,57.0,119.0,,,,,,,,,,,,,24942
2001-10,Louisiana,0.0,,5323.0,15923.0,,257,0.0,2.0,11.0,,41.0,147.0,,,,,,,,,,,,,21704
2001-10,Maine,0.0,,1677.0,7545.0,,114,0.0,1.0,3.0,,4.0,2.0,,,,,,,,,,,,,9346
2001-10,Mariana Islands,0.0,,6.0,0.0,,0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,6
2001-10,Maryland,3976.0,,106.0,7044.0,,15,0.0,1.0,0.0,,2.0,7.0,,,,,,,,,,,,,11151
2001-10,Massachusetts,3744.0,,1864.0,1915.0,,45,159.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,7727
2001-10,Michigan,21046.0,,1081.0,24102.0,,21,0.0,0.0,0.0,,0.0,20.0,,,,,,,,,,,,,46270
2001-10,Minnesota,5120.0,,3027.0,20613.0,,147,0.0,0.0,11.0,,3.0,83.0,,,,,,,,,,,,,29004
2001-10,Mississippi,0.0,,4518.0,11473.0,,220,0.0,7.0,7.0,,48.0,107.0,,,,,,,,,,,,,16380
2001-10,Missouri,0.0,,3898.0,20665.0,,174,0.0,1.0,9.0,,6.0,123.0,,,,,,,,,,,,,24876
2001-10,Montana,195.0,,1651.0,7683.0,,134,8.0,1.0,4.0,,11.0,82.0,,,,,,,,,,,,,9769
2001-10,Nebraska,2092.0,,33.0,4134.0,,1,0.0,0.0,0.0,,0.0,10.0,,,,,,,,,,,,,6270
2001-10,Nevada,0.0,,2502.0,2592.0,,141,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,5235
2001-10,New Hampshire,1115.0,,1889.0,3858.0,,22,0.0,0.0,0.0,,0.0,2.0,,,,,,,,,,,,,6886
2001-10,New Jersey,0.0,,1276.0,3377.0,,55,14.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,4722
2001-10,New Mexico,0.0,,3113.0,5868.0,,172,0.0,0.0,4.0,,26.0,109.0,,,,,,,,,,,,,9292
2001-10,New York,5823.0,,862.0,17888.0,,15,116.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,24704
2001-10,North Carolina,11165.0,,1229.0,20323.0,,100,0.0,3.0,3.0,,64.0,123.0,,,,,,,,,,,,,33010
2001-10,North Dakota,170.0,,521.0,4252.0,,22,0.0,0.0,2.0,,0.0,5.0,,,,,,,,,,,,,4972
2001-10,Ohio,0.0,,11875.0,20973.0,,655,0.0,1.0,8.0,,22.0,65.0,,,,,,,,,,,,,33599
2001-10,Oklahoma,0.0,,5535.0,11611.0,,363,0.0,6.0,18.0,,55.0,119.0,,,,,,,,,,,,,17707
2001-10,Oregon,63.0,,4478.0,9177.0,,240,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,13958
2001-10,Pennsylvania,422.0,,0.0,62393.0,,652,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,63468
2001-10,Puerto Rico,0.0,,582.0,137.0,,19,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,738
2001-10,Rhode Island,0.0,,631.0,759.0,,120,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,1510
2001-10,South Carolina,980.0,,4350.0,7930.0,,114,0.0,3.0,4.0,,29.0,30.0,,,,,,,,,,,,,13440
2001-10,South Dakota,0.0,,750.0,5811.0,,34,0.0,0.0,1.0,,0.0,17.0,,,,,,,,,,,,,6613
2001-10,Tennessee,0.0,,10224.0,13530.0,,341,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,24095
2001-10,Texas,6273.0,,19609.0,44744.0,,1095,1.0,12.0,27.0,,172.0,543.0,,,,,,,,,,,,,72476
2001-10,Utah,0.0,,1898.0,5324.0,,114,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,7336
2001-10,Vermont,0.0,,738.0,2302.0,,14,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,3054
2001-10,Virgin Islands,0.0,,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,0
2001-10,Virginia,0.0,,8322.0,14465.0,,266,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,23054
2001-10,Washington,4372.0,,4908.0,10897.0,,220,36.0,4.0,3.0,,34.0,67.0,,,,,,,,,,,,,20541
2001-10,West Virginia,0.0,,3872.0,13387.0,,216,0.0,5.0,15.0,,25.0,129.0,,,,,,,,,,,,,17649
2001-10,Wisconsin,0.0,,4952.0,20458.0,,4,0.0,0.0,0.0,,0.0,9.0,,,,,,,,,,,,,25423
2001-10,Wyoming,157.0,,840.0,2260.0,,57,0.0,1.0,4.0,,7.0,14.0,,,,,,,,,,,,,3340
2001-09,Alabama,0.0,,7433.0,13656.0,,318,0.0,,,,,,,,,,,,,,,,,,21407
2001-09,Alaska,0.0,,1112.0,2566.0,,106,0.0,,,,,,,,,,,,,,,,,,3784
2001-09,Arizona,815.0,,6203.0,6997.0,,294,192.0,,,,,,,,,,,,,,,,,,14501
2001-09,Arkansas,520.0,,3310.0,11286.0,,240,0.0,,,,,,,,,,,,,,,,,,15356
2001-09,California,15833.0,,24601.0,32480.0,,0,0.0,,,,,,,,,,,,,,,,,,72914
2001-09,Colorado,0.0,,13461.0,22466.0,,1061,2.0,,,,,,,,,,,,,,,,,,36990
2001-09,Connecticut,3025.0,,2023.0,2546.0,,110,151.0,,,,,,,,,,,,,,,,,,7855
2001-09,Delaware,0.0,,545.0,1198.0,,21,0.0,,,,,,,,,,,,,,,,,,1764
2001-09,District of Columbia,0.0,,1.0,0.0,,0,0.0,,,,,,,,,,,,,,,,,,1
2001-09,Florida,0.0,,13916.0,14350.0,,667,593.0,,,,,,,,,,,,,,,,,,29526
2001-09,Georgia,2578.0,,7420.0,12309.0,,254,7618.0,,,,,,,,,,,,,,,,,,30179
2001-09,Guam,0.0,,15.0,6.0,,0,0.0,,,,,,,,,,,,,,,,,,21
2001-09,Hawaii,525.0,,0.0,0.0,,0,4.0,,,,,,,,,,,,,,,,,,529
2001-09,Idaho,625.0,,1703.0,5850.0,,134,0.0,,,,,,,,,,,,,,,,,,8312
2001-09,Illinois,24216.0,,5336.0,8918.0,,256,0.0,,,,,,,,,,,,,,,,,,38726
2001-09,Indiana,7629.0,,2110.0,6525.0,,8,0.0,,,,,,,,,,,,,,,,,,16272
2001-09,Iowa,3536.0,,38.0,4548.0,,2,15.0,,,,,,,,,,,,,,,,,,8139
2001-09,Kansas,0.0,,2325.0,5962.0,,206,0.0,,,,,,,,,,,,,,,,,,8493
2001-09,Kentucky,0.0,,6601.0,13075.0,,346,0.0,,,,,,,,,,,,,,,,,,20022
2001-09,Louisiana,0.0,,5396.0,12729.0,,296,0.0,,,,,,,,,,,,,,,,,,18421
